State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Rate Definition,FFY,Population,Methodology,State Rate,Number of States Reporting,Median,Bottom Quartile,Top Quartile,Notes,Source,Location
District of Columbia,Maternal and Perinatal Health,Child Core Set,Prenatal and Postpartum Care: Timeliness of Prenatal Care,PPC-CH,Percentage of Women Delivering a Live Birth with a Prenatal Care Visit in the First Trimester or within 42 Days of Medicaid/CHIP Enrollment,2016,Medicaid & CHIP,Hybrid,71.1,40,79.4,70.9,84.5,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(38.8964, -77.0262)"
Texas,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 12-19 Years,2016,Medicaid only,Administrative,90.4,46,89.6,85.5,92,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(31.106, -97.6475)"
New Jersey,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma: Ages 5-20,MMA-CH,Percentage with Persistent Asthma who were Dispensed Appropriate Medication and Remained on Medication for at Least 75 Percent of Treatment Period: Ages 5-11,2016,Medicaid & CHIP,Administrative,23.9,39,27.5,24.4,36.4,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(40.314, -74.5089)"
Hawaii,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma: Ages 5-20,MMA-CH,Percentage with Persistent Asthma who were Dispensed Appropriate Medication and Remained on Medication for at Least 75 Percent of Treatment Period: Ages 12-18,2016,Medicaid & CHIP,Administrative,,39,25.8,22.9,33.9,NR = State did not report the measure for this population,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(21.1098, -157.5311)"
Tennessee,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women: Ages 16-20,CHL-CH,Percentage of Sexually Active Women Screened for Chlamydia: Ages 16-20,2016,Medicaid only,Administrative,48.2,45,48.8,44.7,56.5,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(35.7449, -86.7489)"
Texas,Behavioral Health Care,Child Core Set,Use of Multiple Concurrent Antipsychotics in Children and Adolescents: Ages 1-17,APC-CH,Percentage on Two or More Concurrent Antipsychotic Medications: Ages 1-17 [Lower rates are better],2016,CHIP only,Administrative,1.1,32,3,4.8,1.7,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(31.106, -97.6475)"
Connecticut,Behavioral Health Care,Child Core Set,Use of Multiple Concurrent Antipsychotics in Children and Adolescents: Ages 1-17,APC-CH,Percentage on Two or More Concurrent Antipsychotic Medications: Ages 1-17 [Lower rates are better],2016,Medicaid & CHIP,Administrative,3.1,32,3,4.8,1.7,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(41.5834, -72.7622)"
Hawaii,Primary Care Access and Preventive Care,Child Core Set,Human Papillomavirus Vaccine for Female Adolescents: Age 13,HPV-CH,Percentage of Female Adolescents Receiving Three Human Papillomavirus Vaccine Doses by their 13th Birthday,2016,Medicaid & CHIP,Administrative & Hybrid,17.2,41,20.8,16.2,23.6,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(21.1098, -157.5311)"
West Virginia,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 15 Months of Life,W15-CH,Percentage of Children who had 6 or More Well-Child Visits with a Primary Care Practitioner during the First 15 Months of Life,2016,CHIP only,Administrative,,46,60.8,54.2,67.4,# = Rate not reported because denominator is less than 30,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(38.468, -80.9696)"
Pennsylvania,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma: Ages 5-20,MMA-CH,Percentage with Persistent Asthma who were Dispensed Appropriate Medication and Remained on Medication for at Least 75 Percent of Treatment Period: Ages 5-11,2016,Medicaid only,Administrative,36.7,39,27.5,24.4,36.4,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(40.5773, -77.264)"
Mississippi,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with 1 Follow-Up Visit During the 30-Day Initiation Phase: Ages 6-12,2016,CHIP only,Administrative,49.6,40,48.8,43,54.6,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(32.7673, -89.6812)"
Nevada,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 7-11 Years,2016,Medicaid only,Administrative,87.3,46,90.9,87.7,93.2,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(38.4199, -117.1219)"
Kentucky,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with 1 Follow-Up Visit During the 30-Day Initiation Phase: Ages 6-12,2016,Medicaid & CHIP,Administrative,52.4,40,48.8,43,54.6,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(37.669, -84.6514)"
Idaho,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 7-11 Years,2016,Medicaid & CHIP,Administrative,67.1,46,90.9,87.7,93.2,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(44.2394, -114.5103)"
Virginia,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 15 Months of Life,W15-CH,Percentage of Children who had 6 or More Well-Child Visits with a Primary Care Practitioner during the First 15 Months of Life,2016,Medicaid & CHIP,Hybrid,62.1,46,60.8,54.2,67.4,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(37.768, -78.2057)"
Kansas,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma: Ages 5-20,MMA-CH,Percentage with Persistent Asthma who were Dispensed Appropriate Medication and Remained on Medication for at Least 75 Percent of Treatment Period: Ages 5-20,2016,Medicaid & CHIP,Administrative,28.1,40,27.3,24.2,34.5,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(38.5111, -96.8005)"
New Mexico,Maternal and Perinatal Health,Child Core Set,Prenatal and Postpartum Care: Timeliness of Prenatal Care,PPC-CH,Percentage of Women Delivering a Live Birth with a Prenatal Care Visit in the First Trimester or within 42 Days of Medicaid/CHIP Enrollment,2016,Medicaid & CHIP,Hybrid,70.7,40,79.4,70.9,84.5,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(34.8375, -106.2371)"
Iowa,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women: Ages 16-20,CHL-CH,Percentage of Sexually Active Women Screened for Chlamydia: Ages 16-20,2016,CHIP only,Administrative,20.1,45,48.8,44.7,56.5,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(42.0046, -93.214)"
Alabama,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 25 Months-6 Years,2016,CHIP only,Administrative,92.8,46,87.7,84.4,89.8,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(32.799, -86.8073)"
Oklahoma,Primary Care Access and Preventive Care,Child Core Set,Developmental Screening in the First Three Years of Life: Ages 0-3,DEV-CH,"Percentage Screened for Risk of Developmental, Behavioral, and Social Delays Using a Standardized Screening Tool: Ages 0-3",2016,Medicaid & CHIP,Administrative,15.7,26,36,15.7,50.5,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(35.5376, -96.9247)"
Oklahoma,Care of Acute and Chronic Conditions,Child Core Set,Ambulatory Care: Emergency Department (ED) Visits: Ages 0-19,AMB-CH,"Emergency Department Visits per 1,000 Enrollee-Months: Ages 0-19 [Lower rates are better]",2016,Medicaid & CHIP,Administrative,65.4,44,43.3,49.4,39,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(35.5376, -96.9247)"
Tennessee,Dental and Oral Health Services,Child Core Set,Percentage of Eligibles Who Received Preventive Dental Services: Ages 1-20,PDENT-CH,Percentage with at Least 1 Preventive Dental Service: Ages 1-20,2016,Medicaid only,Administrative,47.9,50,48.2,43.2,52.5,,"Mathematica analysis of FFY 2016 Form CMS-416 reports (annual EPSDT report), Lines 1b and 12b.","(35.7449, -86.7489)"
Connecticut,Primary Care Access and Preventive Care,Child Core Set,Childhood Immunization Status: Age 2,CIS-CH,Percentage Up-to-Date on Immunizations (Combination 3) by their Second Birthday,2016,Medicaid & CHIP,Hybrid,79.1,41,68.5,61,73.3,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(41.5834, -72.7622)"
New Mexico,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 12-24 Months,2016,Medicaid & CHIP,Administrative,93.1,46,95.2,93.5,96.6,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(34.8375, -106.2371)"
Georgia,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma: Ages 5-20,MMA-CH,Percentage with Persistent Asthma who were Dispensed Appropriate Medication and Remained on Medication for at Least 75 Percent of Treatment Period: Ages 19-20,2016,Medicaid & CHIP,Administrative,34,20,31.8,26.3,39.8,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(32.9866, -83.6487)"
Colorado,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 15 Months of Life,W15-CH,Percentage of Children who had 6 or More Well-Child Visits with a Primary Care Practitioner during the First 15 Months of Life,2016,Medicaid & CHIP,Administrative,44.6,46,60.8,54.2,67.4,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(39.0646, -105.3272)"
Utah,Primary Care Access and Preventive Care,Child Core Set,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents - Body Mass Index Assessment for Children/Adolescents: Ages 3-17,WCC-CH,Percentage who had an Outpatient Visit with a Primary Care Practitioner or Obstetrical/Gynecological Practitioner who had Body Mass Index Percentile Documented in the Medical Record: Ages 3-17,2016,Medicaid only,Hybrid,74.6,39,61.2,23.2,69.4,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(40.1135, -111.8535)"
Alabama,Primary Care Access and Preventive Care,Child Core Set,Adolescent Well-Care Visit: Ages 12-21,AWC-CH,Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or an Obstetrical/Gynecological Practitioner: Ages 12-21,2016,CHIP only,Administrative,31.9,46,45.1,36.1,56.4,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(32.799, -86.8073)"
Wyoming,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 15 Months of Life,W15-CH,Percentage of Children who had 6 or More Well-Child Visits with a Primary Care Practitioner during the First 15 Months of Life,2016,Medicaid only,Administrative,29.3,46,60.8,54.2,67.4,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(42.7475, -107.2085)"
Alabama,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life: Ages 3-6",W34-CH,Percentage who had 1 or More Well-Child Visits with a Primary Care Practitioner: Ages 3-6,2016,Medicaid only,Administrative,60.3,47,68,59.6,75.8,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(32.799, -86.8073)"
New Jersey,Primary Care Access and Preventive Care,Child Core Set,"Well-Child Visits in the Third, Fourth, Fifth, and Sixth Years of Life: Ages 3-6",W34-CH,Percentage who had 1 or More Well-Child Visits with a Primary Care Practitioner: Ages 3-6,2016,Medicaid & CHIP,Hybrid,77.7,47,68,59.6,75.8,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(40.314, -74.5089)"
Wyoming,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 12-24 Months,2016,Medicaid only,Administrative,93.8,46,95.2,93.5,96.6,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(42.7475, -107.2085)"
Iowa,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 12-24 Months,2016,CHIP only,Administrative,90.6,46,95.2,93.5,96.6,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(42.0046, -93.214)"
New York,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma: Ages 5-20,MMA-CH,Percentage with Persistent Asthma who were Dispensed Appropriate Medication and Remained on Medication for at Least 75 Percent of Treatment Period: Ages 5-20,2016,Medicaid & CHIP,Administrative,26.9,40,27.3,24.2,34.5,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(42.1497, -74.9384)"
Delaware,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Year: Ages 12-24 Months,2016,Medicaid & CHIP,Administrative,95.8,46,95.2,93.5,96.6,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(39.3498, -75.5148)"
West Virginia,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with at Least 2 Follow-Up Visits During the 10-Month Continuation and Maintenance Phase: Ages 6-12,2016,CHIP only,Administrative,94.4,40,60.7,49.1,67.5,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(38.468, -80.9696)"
Delaware,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma: Ages 5-20,MMA-CH,Percentage with Persistent Asthma who were Dispensed Appropriate Medication and Remained on Medication for at Least 75 Percent of Treatment Period: Ages 19-20,2016,Medicaid & CHIP,Administrative,,20,31.8,26.3,39.8,# = Rate not reported because denominator is less than 30,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(39.3498, -75.5148)"
Alabama,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma: Ages 5-20,MMA-CH,Percentage with Persistent Asthma who were Dispensed Appropriate Medication and Remained on Medication for at Least 75 Percent of Treatment Period: Ages 5-20,2016,CHIP only,Administrative,32.6,40,27.3,24.2,34.5,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(32.799, -86.8073)"
Texas,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma: Ages 5-20,MMA-CH,Percentage with Persistent Asthma who were Dispensed Appropriate Medication and Remained on Medication for at Least 75 Percent of Treatment Period: Ages 5-20,2016,CHIP only,Administrative,19.6,40,27.3,24.2,34.5,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(31.106, -97.6475)"
Iowa,Primary Care Access and Preventive Care,Child Core Set,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents - Body Mass Index Assessment for Children/Adolescents: Ages 3-17,WCC-CH,Percentage who had an Outpatient Visit with a Primary Care Practitioner or Obstetrical/Gynecological Practitioner who had Body Mass Index Percentile Documented in the Medical Record: Ages 3-17,2016,Medicaid only,Administrative,3.3,39,61.2,23.2,69.4,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(42.0046, -93.214)"
Vermont,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 12-19 Years,2016,Medicaid & CHIP,Administrative,94,46,89.6,85.5,92,,Mathematica analysis of MACPro reports for the FFY 2016 reporting cycle.,"(44.0407, -72.7093)"
