State,Domain,Reporting Program,Measure Name,Measure Abbreviation,Rate Definition,FFY,Population,Methodology,State Rate,Number of States Reporting,Median,Bottom Quartile,Top Quartile,Notes,State Specific Comments,Source,Location
Oregon,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women Ages 16-20,CHL-CH,Percentage of Sexually Active Women Screened for Chlamydia: Ages 16-20,2017,Medicaid & CHIP,Administrative,44.1,46,49.4,44.1,58.5,,"Rate includes managed care population (16 CCOs), representing 86 percent of the population. Rate excludes FFS population, representing 14 percent of the population.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Oregon
(43.940449, -120.605279)"
Virginia,Primary Care Access and Preventive Care,Child Core Set,Adolescent Well-Care Visits: Ages 12-21,AWC-CH,Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or an Obstetrical/Gynecological Practitioner: Ages 12-21,2017,Medicaid & CHIP,Hybrid,52.6,49,44.7,37.9,55.7,,Rate includes managed care population (6 MCOs). State obtained rate from the NCQA Quality Compass and denominator is not available.,"Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Virginia
(37.510861, -78.666382)"
Tennessee,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Percentage Receiving Three Doses of Human Papillomavirus (HPV) Vaccine by Their 13th Birthday,2017,CHIP only,Hybrid,11.0,42,20.8,13.3,24.8,,"CHIP rates include the CHIP Health Plan Administrators and Medical Benefits Managers population. Denominator is the sample size; measure-eligible population is 4,326. Rates were validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Tennessee
(35.842998, -86.343226)"
South Carolina,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Percentage Receiving Three Doses of Human Papillomavirus (HPV) Vaccine by Their 13th Birthday,2017,Medicaid & CHIP,Administrative,6.7,42,20.8,13.3,24.8,,"Rates include FFS and managed care populations (5 MCOs). State attributes lower rates to use of Vaccine Administration Codes, which are not always captured in ICD-10 codes.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","South Carolina
(33.878572, -80.864614)"
West Virginia,Behavioral Health Care,Child Core Set,Follow-Up After Hospitalization for Mental Illness: Ages 6-20,FUH-CH,Percentage of Hospitalizations for Mental Illness with a Follow-Up Visit Within 30 Days of Discharge: Ages 6-20,2017,CHIP only,Administrative,60.6,45,69.2,62.5,79.6,,"CHIP rates include FFS population. State reported data quality concerns caused by a transition in its claims processing system, which resulted in a decrease in claims records for six months of the measurement period.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","West Virginia
(38.642579, -80.613729)"
Vermont,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma: Ages 5-20,MMA-CH,Percentage with Persistent Asthma who were Dispensed Appropriate Medication and Remained on Medication for at Least 75 Percent of Treatment Period: Ages 12-18,2017,Medicaid & CHIP,Administrative,52.4,40,26.9,24.1,32.2,,Rates include FFS population. State attributes rate increases from FFY 2016 to quality improvement efforts related to asthma controller medication use. Rates were validated by the state's EQRO.,"Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Vermont
(44.075252, -72.662695)"
Washington,Primary Care Access and Preventive Care,Child Core Set,Adolescent Well-Care Visits: Ages 12-21,AWC-CH,Percentage with at Least 1 Well-Care Visit with a Primary Care Practitioner or an Obstetrical/Gynecological Practitioner: Ages 12-21,2017,Medicaid & CHIP,Administrative,37.8,49,44.7,37.9,55.7,,"Rate includes FFS, PCCM, and managed care populations (5 MCOs). State assumes that the targeted medical codes are associated with the appropriate providers and thus does not apply the screen that the visit must occur with a PCP.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Washington
(47.411715, -120.592492)"
Rhode Island,Maternal and Perinatal Health,Child Core Set,Frequency of Ongoing Prenatal Care,FPC-CH,Percentage of Women Delivering a Live Birth who had More Than 80 Percent of Expected Prenatal Visits,2017,Medicaid & CHIP,Hybrid,79.9,34,61.7,43.5,67,,"Rate includes managed care population (2 MCOs), representing 93 percent of the population. Rate excludes FFS population, representing 7 percent of the population. Denominator is the sample size; measure-eligible population is 4,169.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Rhode Island
(41.572574, -71.534637)"
Rhode Island,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 12-19 Years,2017,Medicaid & CHIP,Administrative,94.7,48,90.1,86.2,92.9,,"Rates include managed care population (2 MCOs), representing 93 percent of the population. Rates exclude FFS population, representing 7 percent of the population.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Rhode Island
(41.572574, -71.534637)"
Texas,Primary Care Access and Preventive Care,Child Core Set,Immunizations for Adolescents: Age 13,IMA-CH,Percentage Receiving Three Doses of Human Papillomavirus (HPV) Vaccine by Their 13th Birthday,2017,CHIP only,Administrative,18.6,42,20.8,13.3,24.8,,CHIP rates include managed care population (17 MCOs). Rates were validated by the state's EQRO.,"Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Texas
(31.447238, -99.317341)"
Texas,Dental and Oral Health Services,Child Core Set,Dental Sealants for 6-9 Year-Old Children at Elevated Caries Risk,SEAL-CH,Percentage at Elevated Risk of Dental Caries (Moderate or High Risk) who Received a Sealant on a Permanent First Molar Tooth: Ages 6-9,2017,CHIP only,Administrative,20.1,30,22.9,18,24.9,,CHIP rate includes managed care population (17 MCOs). Rate was validated by the state's EQRO.,"Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Texas
(31.447238, -99.317341)"
Texas,Maternal and Perinatal Health,Child Core Set,Prenatal and Postpartum Care: Timeliness of Prenatal Care,PPC-CH,Percentage of Women Delivering a Live Birth with a Prenatal Care Visit in the First Trimester or within 42 Days of Medicaid/CHIP Enrollment,2017,CHIP only,NR,NR,39,81.6,75.6,87.4,NR = State did not report the measure for this population,None,"Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Texas
(31.447238, -99.317341)"
West Virginia,Behavioral Health Care,Child Core Set,Follow-Up Care for Children Newly Prescribed Attention-Deficit/Hyperactivity Disorder (ADHD) Medication: Ages 6-12,ADD-CH,Percentage Newly Prescribed ADHD Medication with at Least 2 Follow-Up Visits During the 10-Month Continuation and Maintenance Phase: Ages 6-12,2017,CHIP only,Administrative,93.6,37,61.5,55,65.4,,"CHIP rates include FFS population. State reported data quality concerns resulting from a transition in its claims processing system, which resulted in a decrease in claims records for six months of the measurement period.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","West Virginia
(38.642579, -80.613729)"
Oregon,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 7-11 Years,2017,Medicaid & CHIP,Administrative,91.4,48,90.8,87.6,93.6,,"Rates include managed care population (16 CCOs), representing 86 percent of the population. Rates exclude FFS population, representing 14 percent of the population.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Oregon
(43.940449, -120.605279)"
West Virginia,Primary Care Access and Preventive Care,Child Core Set,Weight Assessment and Counseling for Nutrition and Physical Activity for Children/Adolescents - Body Mass Index Assessment for Children/Adolescents: Ages 3-17,WCC-CH,Percentage who had an Outpatient Visit with a Primary Care Practitioner or Obstetrical/Gynecological Practitioner who had Body Mass Index Percentile Documented in the Medical Record: Ages 3-17,2017,CHIP only,Administrative,0.3,37,61.1,28.8,74.5,,"CHIP rate includes FFS population. State reported data quality concerns resulting from a transition in its claims processing system, which resulted in a decrease in claims records for six months of the measurement period.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","West Virginia
(38.642579, -80.613729)"
Tennessee,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma: Ages 5-20,MMA-CH,Percentage with Persistent Asthma who were Dispensed Appropriate Medication and Remained on Medication for at Least 75 Percent of Treatment Period: Ages 5-20,2017,CHIP only,Administrative,31.6,39,27.3,24.3,33,,CHIP rates include the CHIP Health Plan Administrators and Medical Benefits Managers population. Total rate includes children ages 5 to 18. Rates were validated by the state's EQRO.,"Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Tennessee
(35.842998, -86.343226)"
West Virginia,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma: Ages 5-20,MMA-CH,Percentage with Persistent Asthma who were Dispensed Appropriate Medication and Remained on Medication for at Least 75 Percent of Treatment Period: Ages 5-11,2017,CHIP only,Administrative,81.8,40,27.9,24.5,33,,"CHIP rates include FFS population. State reported data quality concerns resulting from a transition in its claims processing system, which resulted in a decrease in claims records for six months of the measurement period.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","West Virginia
(38.642579, -80.613729)"
West Virginia,Primary Care Access and Preventive Care,Child Core Set,Children and Adolescents' Access to Primary Care Practitioners: Ages 12 Months-19 Years,CAP-CH,Percentage with a PCP Visit in the Past Two Years: Ages 12-19 Years,2017,CHIP only,Administrative,82.8,48,90.1,86.2,92.9,,"CHIP rates include FFS population. State reported data quality concerns resulting from a transition in its claims processing system, which resulted in a decrease in claims records for six months of the measurement period.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","West Virginia
(38.642579, -80.613729)"
Pennsylvania,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma: Ages 5-20,MMA-CH,Percentage with Persistent Asthma who were Dispensed Appropriate Medication and Remained on Medication for at Least 75 Percent of Treatment Period: Ages 12-18,2017,Medicaid only,Administrative,39.0,40,26.9,24.1,32.2,,Rates include Medicaid managed care population (9 MCOs). Total rate includes children ages 5 to 18. Data were submitted by MCOs and compiled by the state's EQRO.,"Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Pennsylvania
(40.896694, -77.838886)"
West Virginia,Care of Acute and Chronic Conditions,Child Core Set,Medication Management for People with Asthma: Ages 5-20,MMA-CH,Percentage with Persistent Asthma who were Dispensed Appropriate Medication and Remained on Medication for at Least 75 Percent of Treatment Period: Ages 12-18,2017,Medicaid only,Administrative,33.5,40,26.9,24.1,32.2,,"Medicaid rates include managed care population (4 MCOs), representing 82 percent of the population. Rates exclude FFS population, representing 18 percent of the population. Rates include paid claims only.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","West Virginia
(38.642579, -80.613729)"
Tennessee,Primary Care Access and Preventive Care,Child Core Set,Well-Child Visits in the First 15 Months of Life,W15-CH,Percentage of Children who had 6 or More Well-Child Visits with a Primary Care Practitioner during the First 15 Months of Life,2017,Medicaid only,Hybrid,60.9,49,59.3,55.7,66.1,,"Medicaid rate includes managed care population (4 MCOs). Denominator is the sample size; measure-eligible population is 41,483. Rate was validated by the state's EQRO.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Tennessee
(35.842998, -86.343226)"
Oregon,Care of Acute and Chronic Conditions,Child Core Set,Ambulatory Care: Emergency Department (ED) Visits: Ages 0-19,AMB-CH,"Emergency Department Visits per 1,000 Enrollee Months: Ages 0-19",2017,Medicaid & CHIP,Administrative,34.5,47,42.3,51.1,39.1,,"Rate includes managed care population (16 CCOs), representing 86 percent of the population. Rate excludes FFS population, representing 14 percent of the population.","Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","Oregon
(43.940449, -120.605279)"
South Carolina,Primary Care Access and Preventive Care,Child Core Set,Chlamydia Screening in Women Ages 16-20,CHL-CH,Percentage of Sexually Active Women Screened for Chlamydia: Ages 16-20,2017,Medicaid & CHIP,Administrative,49.9,46,49.4,44.1,58.5,,Rate includes FFS and managed care populations (5 MCOs).,"Mathematica analysis of MACPro reports for the FFY 2017 reporting cycle as of November 1, 2018.","South Carolina
(33.878572, -80.864614)"
