State Abbreviation,State Name,Report Date,State Expanded Medicaid,Preliminary_Updated,Final_Report,New Applications Submitted to Medicaid and CHIP Agencies,New Applications Submitted to Medicaid and CHIP Agencies – footnotes,Applications for Financial Assistance Submitted to the State Based Marketplace,Applications for Financial Assistance Submitted to the State Based Marketplace – footnotes,Total Applications for Financial Assistance Submitted at State Level,Total Applications for Financial Assistance Submitted at State Level – footnotes,Individuals Determined Eligible for Medicaid at Application,Individuals Determined Eligible for Medicaid at Application - footnotes,Individuals Determined Eligible for CHIP at Application,Individuals Determined Eligible for CHIP at Application - footnotes,Total Medicaid and CHIP Determinations,Total Medicaid and CHIP Determinations - Footnotes,Medicaid and CHIP Child Enrollment,Medicaid and CHIP Child Enrollment - footnotes,Total Medicaid and CHIP Enrollment,Total Medicaid and CHIP Enrollment - footnotes,Latitude,Longitude,New Georeferenced Column,Total Medicaid Enrollment ,Total Medicaid Enrollment - footnotes,Total CHIP Enrollment,Total CHIP Enrollment - footnotes
KY,Kentucky,06/01/2020,Y,U,Y,44945,,,,44945,,10905,,934,,11839,,574397,,1420933,,38.5111,-96.8005,"(38.5111, -96.8005)",1333816,,87117,
NC,North Carolina,11/01/2017,N,P,N,22383,,N/A,,22383,,33096,,3275,,36371,,1194378,,1787628,,32.7673,-89.6812,"(32.7673, -89.6812)",1553211,,234417,
ME,Maine,09/01/2017,Y,U,Y,1411,,N/A,,1411,,11163,,439,,11602,,112522,,233850,,39.0724,-76.7902,"(39.0724, -76.7902)",224308,,9542,
AR,Arkansas,02/01/2019,Y,U,Y,19769,,N/A,,19769,,7758,,303,,8061,,371051,,790831,,34.9513,-92.3809,"(34.9513, -92.3809)",758722,,32109,
VA,Virginia,11/01/2019,Y,U,Y,30669,Includes Renewals and/or Redeterminations,N/A,,30669,Includes Renewals and/or Redeterminations,51476,Includes Renewals and/or Redeterminations,1171,Includes Renewals and/or Redeterminations,52647,Includes Renewals and/or Redeterminations,746329,,1389673,,35.7449,-86.7489,"(35.7449, -86.7489)",1237774,,151899,
AK,Alaska,03/01/2018,Y,P,N,3373,Includes Renewals and/or Redeterminations,N/A,,3373,Includes Renewals and/or Redeterminations,2584,Includes Renewals and/or Redeterminations; Includes CHIP,,,2584,Includes Renewals and/or Redeterminations,93019,,205234,,61.385,-152.2683,"(61.385, -152.2683)",191959,,13275,
IN,Indiana,11/01/2019,Y,U,Y,72057,,N/A,,72057,,27423,,2502,,29925,,803756,,1476560,,40.3363,-89.0022,"(40.3363, -89.0022)",1362708,,113852,
MN,Minnesota,06/01/2017,Y,U,Y,6261,,23977,,30238,,30783,,62,,30845,,522394,,1061615,,43.3504,-84.5603,"(43.3504, -84.5603)",1060153,,1462,
CO,Colorado,03/01/2020,Y,P,N,29304,,243,,29547,,25406,,399,,25805,,564403,,1270274,,36.17,-119.7462,"(36.17, -119.7462)",1191030,,79244,
TX,Texas,09/01/2017,N,P,N,127797,,N/A,,127797,,95463,,16117,,111580,,3511326,,4434775,,33.8191,-80.9066,"(33.8191, -80.9066)",3826087,,608688,
KY,Kentucky,03/01/2018,Y,P,N,,,10421,,10421,,,,,,,,567812,,1378137,,38.5111,-96.8005,"(38.5111, -96.8005)",1289143,,88994,
HI,Hawaii,07/01/2017,Y,U,Y,4649,,N/A,,4649,,7445,,403,,7848,,144928,,346435,,32.9866,-83.6487,"(32.9866, -83.6487)",322552,,23883,
NC,North Carolina,07/01/2020,N,P,Y,26948,,N/A,,26948,,31761,,2897,,34658,,1226026,,1874977,,32.7673,-89.6812,"(32.7673, -89.6812)",1586625,,288352,
IA,Iowa,09/01/2017,Y,P,N,16334,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,N/A,,16334,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,3086,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application,,Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application,3086,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,325753,,641863,,21.1098,-157.5311,"(21.1098, -157.5311)",578621,,63242,
MO,Missouri,10/01/2017,N,U,Y,20535,,N/A,,20535,,9869,"Includes Renewals and/or Redeterminations; Count is of households, not individuals; Includes CHIP",,,9869,"Includes Renewals and/or Redeterminations; Count is of households, not individuals",641642,,992201,,45.7326,-93.9196,"(45.7326, -93.9196)",962970,,29231,
AZ,Arizona,09/01/2019,Y,U,Y,109308,,N/A,,109308,,,,,,,,,,1725477,,14.2417,-170.7197,"(14.2417, -170.7197)",1624952,,100525,
WA,Washington,03/01/2020,Y,P,N,94116,,83807,,177923,,114564,,1609,,116173,,819974,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),1719922,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),40.1135,-111.8535,"(40.1135, -111.8535)",1648112,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),71810,
PA,Pennsylvania,08/01/2017,Y,U,Y,92808,Includes Renewals and/or Redeterminations,N/A,,92808,Includes Renewals and/or Redeterminations,54935,"Includes Renewals and/or Redeterminations; Count is of Households, Not Individuals",9447,"Count is of Households, Not Individuals",64382,"Includes Renewals and/or Redeterminations; Count is of Households, Not Individuals",1396632,,2964496,,35.5376,-96.9247,"(35.5376, -96.9247)",2787819,,176677,
IA,Iowa,07/01/2017,Y,U,Y,16281,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,N/A,,16281,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,2814,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application,,Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application,2814,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,327846,,649401,,21.1098,-157.5311,"(21.1098, -157.5311)",586034,,63367,
WY,Wyoming,11/01/2018,N,P,N,1281,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,1281,Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,640,,24,,664,,38397,,57372,,44.0407,-72.7093,"(44.0407, -72.7093)",52803,,4569,
MD,Maryland,12/01/2018,Y,P,N,6802,,112851,Includes Renewals and/or Redeterminations,119653,Includes Renewals and/or Redeterminations,30669,Includes Renewals and/or Redeterminations,4390,Includes Renewals and/or Redeterminations,35059,Includes Renewals and/or Redeterminations,611464,,1300503,,42.2373,-71.5314,"(42.2373, -71.5314)",1143837,,156666,
UT,Utah,06/01/2017,N,U,Y,22504,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",N/A,,22504,"Includes Applications for Other Programs (e.g, QHPs, SNAP, etc.); Includes Accounts Transferred from FFM",44305,Includes CHIP,,,44305,,216282,,306849,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,44.2853,-99.4632,"(44.2853, -99.4632)",259048,Includes Enrollees in Other Financial Assistance Programs Not Enrolled in Medicaid or CHIP,47801,
CO,Colorado,09/01/2017,Y,P,Y,19244,,1314,,20558,,16878,,236,,17114,,619995,,1421296,,36.17,-119.7462,"(36.17, -119.7462)",1348432,,72864,
DE,Delaware,10/01/2018,Y,U,Y,3243,,N/A,,3243,,5206,,860,,6066,,106313,,232137,,38.8964,-77.0262,"(38.8964, -77.0262)",220779,,11358,
TN,Tennessee,12/01/2017,N,P,N,504,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,N/A,,504,Does Not Include All Medicaid Applications,,Does Not Include All Medicaid Determinations Made At Application,422,,422,Does Not Include All Medicaid Determinations Made At Application,,,1539743,,41.6772,-71.5101,"(41.6772, -71.5101)",1458814,,80929,
GA,Georgia,06/01/2018,N,P,N,46328,,N/A,,46328,,28352,,926,,29278,,1256138,,1830121,,27.8333,-81.717,"(27.8333, -81.717)",1622907,,207214,
WA,Washington,01/01/2019,Y,U,Y,73843,,80869,,154712,,106611,,1972,,108583,,829193,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),1731888,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),40.1135,-111.8535,"(40.1135, -111.8535)",1661475,Includes Individuals Enrolled At Any Time in Month (Not a Point-in-Time Count),70413,
TX,Texas,01/01/2019,N,P,N,131871,,N/A,,131871,,104462,,19161,,123623,,3381115,,4277703,,33.8191,-80.9066,"(33.8191, -80.9066)",3631572,,646131,
DC,District of Columbia,05/01/2020,Y,P,N,2795,Includes SBM data,1535,,4330,Includes Renewals and/or Redeterminations,3323,Includes Renewals and/or Redeterminations; Includes CHIP,,,3323,,,,246901,,41.5834,-72.7622,"(41.5834, -72.7622)",229617,,17284,
VA,Virginia,09/01/2018,Y,U,Y,19167,Includes Renewals and/or Redeterminations,N/A,,19167,Includes Renewals and/or Redeterminations,15942,Includes Renewals and/or Redeterminations,735,Includes Renewals and/or Redeterminations,16677,Includes Renewals and/or Redeterminations,696350,,1046208,,35.7449,-86.7489,"(35.7449, -86.7489)",907030,,139178,
TX,Texas,03/01/2018,N,U,Y,122551,,N/A,,122551,,94105,,17165,,111270,,3499160,,4414433,,33.8191,-80.9066,"(33.8191, -80.9066)",3767906,,646527,
OK,Oklahoma,06/01/2018,N,U,Y,40825,,N/A,,40825,,38581,,7488,,46069,,514027,,734328,,42.1497,-74.9384,"(42.1497, -74.9384)",617606,,116722,
SD,South Dakota,02/01/2019,N,U,Y,2171,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies; Does Not Include All CHIP Applications Submitted to Medicaid and CHIP Agencies; Includes Administrative Data Transfers,N/A,,2171,Includes Accounts Transferred from FFM; Does Not Include All Medicaid Applications; Does Not Include All CHIP Applications; Includes Administrative Data Transfers,1226,"Includes CHIP; Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",1226,"Count is of Households, Not Individuals; Includes Renewals and/or Redeterminations",79184,,111231,,18.2766,-66.335,"(18.2766, -66.335)",95205,,16026,
CA,California,11/01/2017,Y,U,Y,236257,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,,,236257,,155204,Does Not Include All Medicaid Determinations Made At Application,11959,Does Not Include All CHIP Determinations Made At Application,167163,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,5124462,,12194344,,33.7712,-111.3877,"(33.7712, -111.3877)",10892189,,1302155,
MA,Massachusetts,04/01/2020,Y,P,N,8171,,4288,,12459,,9546,,761,,10307,,670412,,1577022,,31.1801,-91.8749,"(31.1801, -91.8749)",1392122,,184900,
MS,Mississippi,11/01/2018,N,U,Y,16859,,N/A,,16859,,10141,,540,,10681,,421080,,620984,,38.4623,-92.302,"(38.4623, -92.302)",545121,,75863,
AR,Arkansas,04/01/2020,Y,P,N,17616,,N/A,,17616,,13622,,866,,14488,,367766,,801314,,34.9513,-92.3809,"(34.9513, -92.3809)",768057,,33257,
OR,Oregon,02/01/2020,Y,P,N,11049,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,11049,Does Not Include All Non-MAGI Applications,20823,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2902,,23725,Does Not Include All Non-MAGI Determinations Made At Application,413637,,995508,,40.3736,-82.7755,"(40.3736, -82.7755)",867292,,128216,
PA,Pennsylvania,12/01/2018,Y,U,Y,84383,Includes Renewals and/or Redeterminations,N/A,,84383,Includes Renewals and/or Redeterminations,82996,Includes Renewals and/or Redeterminations,9700,,92696,Includes Renewals and/or Redeterminations,1390084,,2949567,,35.5376,-96.9247,"(35.5376, -96.9247)",2770326,,179241,
CA,California,10/01/2018,Y,P,N,210104,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,,,210104,,162826,Does Not Include All Medicaid Determinations Made At Application,12766,Does Not Include All CHIP Determinations Made At Application,175592,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,4980110,,11908665,,33.7712,-111.3877,"(33.7712, -111.3877)",10612204,,1296461,
AL,Alabama,09/01/2018,N,P,N,19871,,N/A,,19871,,25818,,2964,,28782,,648258,,910008,,32.799,-86.8073,"(32.799, -86.8073)",738452,,171556,
VA,Virginia,07/01/2019,Y,P,N,29430,Includes Renewals and/or Redeterminations,N/A,,29430,Includes Renewals and/or Redeterminations,21458,Includes Renewals and/or Redeterminations,683,Includes Renewals and/or Redeterminations,22141,Includes Renewals and/or Redeterminations,724932,,1317981,,35.7449,-86.7489,"(35.7449, -86.7489)",1174889,,143092,
AZ,Arizona,04/01/2018,Y,U,Y,,,N/A,,,,,,,,,,,,1679239,,14.2417,-170.7197,"(14.2417, -170.7197)",1579537,,99702,
AZ,Arizona,06/01/2018,Y,P,N,,,N/A,,,,,,,,,,,,1683690,,14.2417,-170.7197,"(14.2417, -170.7197)",1584929,,98761,
AK,Alaska,07/01/2017,Y,U,Y,3265,Includes Renewals and/or Redeterminations,N/A,,3265,Includes Renewals and/or Redeterminations,3159,Includes Renewals and/or Redeterminations; Includes CHIP,,,3159,Includes Renewals and/or Redeterminations,90562,,196121,,61.385,-152.2683,"(61.385, -152.2683)",183516,,12605,
AL,Alabama,07/01/2017,N,P,N,17118,,N/A,,17118,,25311,,3352,,28663,,624889,,883695,,32.799,-86.8073,"(32.799, -86.8073)",729625,,154070,
HI,Hawaii,04/01/2018,Y,P,N,4212,,N/A,,4212,,4911,,248,,5159,,144252,,344788,,32.9866,-83.6487,"(32.9866, -83.6487)",320115,,24673,
CA,California,06/01/2017,Y,P,N,163743,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,,,163743,,161761,Does Not Include All Medicaid Determinations Made At Application,12486,Does Not Include All CHIP Determinations Made At Application,174247,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,5147878,,12213234,,33.7712,-111.3877,"(33.7712, -111.3877)",10933222,,1280012,
NH,New Hampshire,11/01/2017,Y,P,N,7897,,N/A,,7897,,6027,,699,,6726,,91773,,184782,,47.5362,-99.793,"(47.5362, -99.793)",170433,,14349,
AL,Alabama,06/01/2019,N,U,Y,12752,,N/A,,12752,,13684,,1679,,15363,,655066,,918497,,32.799,-86.8073,"(32.799, -86.8073)",745771,,172726,
IA,Iowa,10/01/2019,Y,U,Y,16100,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,N/A,,16100,Includes Renewals and/or Redeterminations; Includes Administrative Data Transfers,1263,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application,,Includes Renewals and/or Redeterminations; Does Not Include All CHIP Determinations Made At Application,1263,Includes Renewals and/or Redeterminations; Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,339555,,679643,,21.1098,-157.5311,"(21.1098, -157.5311)",602280,,77363,
HI,Hawaii,01/01/2018,Y,P,N,4552,,N/A,,4552,,7530,,394,,7924,,145277,,349172,,32.9866,-83.6487,"(32.9866, -83.6487)",324300,,24872,
NC,North Carolina,12/01/2017,N,U,Y,18712,,N/A,,18712,,31737,,3285,,35022,,1195995,,1789111,,32.7673,-89.6812,"(32.7673, -89.6812)",1552761,,236350,
AL,Alabama,11/01/2019,N,U,Y,11536,,N/A,,11536,,11792,,1610,,13402,,666471,,928753,,32.799,-86.8073,"(32.799, -86.8073)",755564,,173189,
LA,Louisiana,05/01/2020,Y,U,Y,20823,,N/A,,20823,,22632,,1444,,24076,,736114,,1574548,,37.669,-84.6514,"(37.669, -84.6514)",1444364,,130184,
LA,Louisiana,02/01/2018,Y,P,Y,22805,,N/A,,22805,,32519,,2427,,34946,,739372,,1462701,,37.669,-84.6514,"(37.669, -84.6514)",1337737,,124964,
CA,California,05/01/2019,Y,U,Y,164529,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,,,164529,,163835,Does Not Include All Medicaid Determinations Made At Application,12629,Does Not Include All CHIP Determinations Made At Application,176464,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,4925847,,11798654,,33.7712,-111.3877,"(33.7712, -111.3877)",10488884,,1309770,
MO,Missouri,04/01/2020,N,P,N,16376,Includes  Renewals and/or Redeterminations,N/A,,16376,Includes  Renewals and/or Redeterminations,15428,"Includes Renewals and/or Redeterminations; Count is of households, not individuals; Includes CHIP",1320,Includes Renewals and/or Redeterminations,16748,"Includes Renewals and/or Redeterminations; Count is of households, not individuals",552584,,887433,,45.7326,-93.9196,"(45.7326, -93.9196)",847614,,39819,
MD,Maryland,07/01/2019,Y,U,Y,6993,,92913,Includes Renewals and/or Redeterminations,99906,Includes Renewals and/or Redeterminations,38675,Includes Renewals and/or Redeterminations,3957,Includes Renewals and/or Redeterminations,42632,Includes Renewals and/or Redeterminations,622113,,1326315,,42.2373,-71.5314,"(42.2373, -71.5314)",1175791,,150524,
MI,Michigan,12/01/2019,Y,U,Y,51601,,N/A,,51601,,52835,Does Not Include All MAGI Determinations Made At Application; Includes Renewals and/or Redeterminations,2578,,55413,,941178,Does Not Include All Full-Benefit Child Medicaid enrollees,2320304,Does Not Include All Full-Benefit Medicaid enrollees,44.6074,-69.3977,"(44.6074, -69.3977)",2252826,Does Not Include All Full-Benefit Medicaid enrollees,67478,
NJ,New Jersey,03/01/2020,Y,U,Y,35328,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,35328,Does Not Include All Non-MAGI Applications,19438,Does Not Include All Non-MAGI Determinations Made At Application; Does Not Include All MAGI Determinations Made At Application; Does Not Include All Medicaid Determinations Made At Application,5890,,25328,Does Not Include All Non-MAGI Determinations Made At Application; Does Not Include All MAGI Determinations Made At Application; Does Not Include All Medicaid Determinations Made At Application,810838,,1702272,,41.1289,-98.2883,"(41.1289, -98.2883)",1470391,,231881,
WI,Wisconsin,09/01/2019,N,P,N,23679,Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,23679,Does Not Include All Applications for Limited-Benefit Programs,17527,"Count is of Households, Not Individuals",1151,,18678,,502597,,1035929,,37.768,-78.2057,"(37.768, -78.2057)",968324,,67605,
NE,Nebraska,05/01/2020,N,U,Y,4797,,N/A,,4797,,3436,,542,,3978,,167316,,252935,,35.6411,-79.8431,"(35.6411, -79.8431)",219064,,33871,
VA,Virginia,04/01/2020,Y,U,Y,23212,Includes Renewals and/or Redeterminations,N/A,,23212,Includes Renewals and/or Redeterminations,31508,Includes Renewals and/or Redeterminations,1098,Includes Renewals and/or Redeterminations,32606,Includes Renewals and/or Redeterminations,767738,,1462199,,35.7449,-86.7489,"(35.7449, -86.7489)",1303354,,158845,
WI,Wisconsin,08/01/2019,N,P,N,25249,Does Not Include All Applications for Limited-Benefit Programs Submitted to Medicaid and CHIP Agencies,N/A,,25249,Does Not Include All Applications for Limited-Benefit Programs,18194,"Count is of Households, Not Individuals",1040,,19234,,502926,,1033551,,37.768,-78.2057,"(37.768, -78.2057)",966035,,67516,
DC,District of Columbia,12/01/2017,Y,P,N,3503,Includes SBM data,2801,,6304,Includes Renewals and/or Redeterminations,3363,Includes Renewals and/or Redeterminations; Includes CHIP,,,3363,,,,258978,,41.5834,-72.7622,"(41.5834, -72.7622)",245524,,13454,
AZ,Arizona,07/01/2019,Y,P,N,112109,,N/A,,112109,,,,,,,,,,1715655,,14.2417,-170.7197,"(14.2417, -170.7197)",1614557,,101098,
CA,California,02/01/2020,Y,P,N,178503,Does Not Include All Medicaid Applications Submitted to Medicaid and CHIP Agencies,,,178503,,181946,Does Not Include All Medicaid Determinations Made At Application,17916,Does Not Include All CHIP Determinations Made At Application,199862,Does Not Include All Medicaid Determinations Made At Application; Does Not Include All CHIP Determinations Made At Application,4763801,,11484357,,33.7712,-111.3877,"(33.7712, -111.3877)",10182382,,1301975,
TX,Texas,07/01/2019,N,U,Y,148898,,N/A,,148898,,103754,,15297,,119051,,3304170,,4202466,,33.8191,-80.9066,"(33.8191, -80.9066)",3631639,,570827,
AR,Arkansas,08/01/2019,Y,U,Y,21808,,N/A,,21808,,15822,,1008,,16830,,373473,,798839,,34.9513,-92.3809,"(34.9513, -92.3809)",765950,,32889,
OR,Oregon,11/01/2019,Y,U,Y,11815,Does Not Include All Non-MAGI Applications Submitted to Medicaid and CHIP Agencies,N/A,,11815,Does Not Include All Non-MAGI Applications,18817,"Count is of Households, Not Individuals; Does Not Include All Non-MAGI Determinations Made At Application",2054,,20871,Does Not Include All Non-MAGI Determinations Made At Application,415532,,991693,,40.3736,-82.7755,"(40.3736, -82.7755)",862797,,128896,
